Station,Distance,Farm,TFS,ASV,abund
1,0m,Ext,185.7362293,ASV_457,0
1,0m,Int,110.1372753,ASV_457,0
1,0m,Int,278.641928,ASV_457,19
1,0m,Int,289.7236522,ASV_457,0
2,0m,Ext,202.3760388,ASV_457,0
2,0m,Ext,174.5004892,ASV_457,0
2,0m,Ext,402.0303347,ASV_457,0
2,0m,Int,500.1597489,ASV_457,0
2,0m,Int,632.0241119,ASV_457,NA
2,0m,Int,496.2736783,ASV_457,0
3,0m,Ext,441.4777159,ASV_457,14
3,0m,Ext,704.9504701,ASV_457,0
3,0m,Ext,180.0307276,ASV_457,NA
3,0m,Int,466.252599,ASV_457,0
3,0m,Int,110.1372753,ASV_457,0
3,0m,Int,357.640233,ASV_457,0
1,50m,Ext,427.9162698,ASV_457,31
1,50m,Ext,438.0475846,ASV_457,0
1,50m,Ext,398.9066961,ASV_457,28
1,50m,Int,276.4769752,ASV_457,20
1,50m,Int,247.8757333,ASV_457,10
1,50m,Int,411.548776,ASV_457,NA
1,100m,Ext,134.8991612,ASV_457,0
1,100m,Ext,103.4747421,ASV_457,16
1,100m,Ext,143.5850504,ASV_457,25
1,100m,Int,154.0269435,ASV_457,20
1,100m,Int,194.6352989,ASV_457,0
1,100m,Int,40.26680955,ASV_457,28
1,250m,Ext,121.8910417,ASV_457,9
1,250m,Ext,134.8991612,ASV_457,0
1,250m,Ext,101.0815428,ASV_457,0
1,250m,Int,139.1743613,ASV_457,0
1,250m,Int,162.6706403,ASV_457,13
1,250m,Int,207.1674794,ASV_457,15
1,500m,Ext,91.33440445,ASV_457,0
1,500m,Ext,354.8614903,ASV_457,0
1,500m,Ext,82.52716775,ASV_457,0
1,500m,Int,170.464582,ASV_457,0
1,500m,Int,276.4769752,ASV_457,0
1,500m,Int,194.6352989,ASV_457,0
1,1000m,Ext,34.18296926,ASV_457,0
1,1000m,Ext,42.85950948,ASV_457,0
1,1000m,Ext,213.7329942,ASV_457,0
1,1000m,Int,103.4747421,ASV_457,0
1,1000m,Int,133.8510407,ASV_457,0
1,2000m,Ext,32.1151392,ASV_457,0
1,2000m,Ext,36.95598261,ASV_457,3
1,2000m,Ext,41.86824004,ASV_457,0
1,2000m,Int,150.4645556,ASV_457,0
1,2000m,Int,14.72177286,ASV_457,0
1,2000m,Int,24.06425502,ASV_457,0
1,Control,Ext,34.18296926,ASV_457,0
1,Control,Ext,47.06490212,ASV_457,0
1,Control,Ext,42.85950948,ASV_457,5
1,Control,Int,26.63237405,ASV_457,NA
1,Control,Int,41.86824004,ASV_457,0
1,Control,Int,47.80487134,ASV_457,0
2,Control,Ext,127.7311348,ASV_457,0
2,Control,Ext,45.26470299,ASV_457,15
2,Control,Ext,34.45063898,ASV_457,3
2,Control,Int,16.67861809,ASV_457,0
2,Control,Int,46.69922388,ASV_457,0
2,Control,Int,47.80487134,ASV_457,0
3,Control,Ext,24.25269015,ASV_457,0
3,Control,Ext,203.9607443,ASV_457,0
3,Control,Ext,16.67861809,ASV_457,0
3,Control,Int,55.44145201,ASV_457,NA
3,Control,Int,110.1372753,ASV_457,NA
3,Control,Int,79.99207324,ASV_457,NA
1,0m,Ext,466.252599,ASV_458,0
1,0m,Ext,571.0789951,ASV_458,9
1,0m,Ext,185.7362293,ASV_458,17
1,0m,Int,110.1372753,ASV_458,21
1,0m,Int,278.641928,ASV_458,0
1,0m,Int,289.7236522,ASV_458,0
2,0m,Ext,202.3760388,ASV_458,0
2,0m,Ext,174.5004892,ASV_458,8
2,0m,Ext,402.0303347,ASV_458,0
2,0m,Int,500.1597489,ASV_458,29
2,0m,Int,632.0241119,ASV_458,NA
2,0m,Int,496.2736783,ASV_458,0
3,0m,Ext,441.4777159,ASV_458,0
3,0m,Ext,704.9504701,ASV_458,0
3,0m,Ext,180.0307276,ASV_458,NA
3,0m,Int,466.252599,ASV_458,0
3,0m,Int,110.1372753,ASV_458,0
3,0m,Int,357.640233,ASV_458,24
1,50m,Ext,427.9162698,ASV_458,0
1,50m,Ext,438.0475846,ASV_458,17
1,50m,Ext,398.9066961,ASV_458,0
1,50m,Int,276.4769752,ASV_458,0
1,50m,Int,247.8757333,ASV_458,31
1,50m,Int,411.548776,ASV_458,NA
1,100m,Ext,134.8991612,ASV_458,0
1,100m,Ext,103.4747421,ASV_458,11
1,100m,Ext,143.5850504,ASV_458,0
1,100m,Int,154.0269435,ASV_458,0
1,100m,Int,194.6352989,ASV_458,8
1,100m,Int,40.26680955,ASV_458,6
1,250m,Ext,121.8910417,ASV_458,0
1,250m,Ext,134.8991612,ASV_458,5
1,250m,Ext,101.0815428,ASV_458,0
1,250m,Int,139.1743613,ASV_458,0
1,250m,Int,162.6706403,ASV_458,0
1,250m,Int,207.1674794,ASV_458,0
1,500m,Ext,91.33440445,ASV_458,0
1,500m,Ext,354.8614903,ASV_458,0
1,500m,Ext,82.52716775,ASV_458,0
1,500m,Int,170.464582,ASV_458,7
1,500m,Int,276.4769752,ASV_458,4
1,500m,Int,194.6352989,ASV_458,0
1,1000m,Ext,34.18296926,ASV_458,4
1,1000m,Ext,42.85950948,ASV_458,0
1,1000m,Ext,213.7329942,ASV_458,0
1,1000m,Int,103.4747421,ASV_458,0
1,1000m,Int,133.8510407,ASV_458,0
1,2000m,Ext,32.1151392,ASV_458,0
1,2000m,Ext,36.95598261,ASV_458,0
1,2000m,Ext,41.86824004,ASV_458,4
1,2000m,Int,150.4645556,ASV_458,0
1,2000m,Int,14.72177286,ASV_458,0
1,2000m,Int,24.06425502,ASV_458,0
1,Control,Ext,34.18296926,ASV_458,0
1,Control,Ext,47.06490212,ASV_458,0
1,Control,Ext,42.85950948,ASV_458,0
1,Control,Int,26.63237405,ASV_458,NA
1,Control,Int,41.86824004,ASV_458,0
1,Control,Int,47.80487134,ASV_458,4
2,Control,Ext,127.7311348,ASV_458,6
2,Control,Ext,45.26470299,ASV_458,11
2,Control,Ext,34.45063898,ASV_458,9
2,Control,Int,16.67861809,ASV_458,0
2,Control,Int,46.69922388,ASV_458,0
2,Control,Int,47.80487134,ASV_458,0
3,Control,Ext,24.25269015,ASV_458,0
3,Control,Ext,203.9607443,ASV_458,6
3,Control,Ext,16.67861809,ASV_458,9
3,Control,Int,55.44145201,ASV_458,NA
3,Control,Int,110.1372753,ASV_458,NA
3,Control,Int,79.99207324,ASV_458,NA
1,0m,Ext,466.252599,ASV_459,0
1,0m,Ext,571.0789951,ASV_459,0
1,0m,Ext,185.7362293,ASV_459,0
1,0m,Int,110.1372753,ASV_459,0
1,0m,Int,278.641928,ASV_459,0
1,0m,Int,289.7236522,ASV_459,0
2,0m,Ext,202.3760388,ASV_459,0
2,0m,Ext,174.5004892,ASV_459,0
2,0m,Ext,402.0303347,ASV_459,0
2,0m,Int,500.1597489,ASV_459,0
2,0m,Int,632.0241119,ASV_459,NA
2,0m,Int,496.2736783,ASV_459,0
3,0m,Ext,441.4777159,ASV_459,0
3,0m,Ext,704.9504701,ASV_459,0
3,0m,Ext,180.0307276,ASV_459,NA
3,0m,Int,466.252599,ASV_459,0
3,0m,Int,110.1372753,ASV_459,0
3,0m,Int,357.640233,ASV_459,0
1,50m,Ext,427.9162698,ASV_459,0
1,50m,Ext,438.0475846,ASV_459,0
1,50m,Ext,398.9066961,ASV_459,0
1,50m,Int,276.4769752,ASV_459,0
1,50m,Int,247.8757333,ASV_459,0
1,50m,Int,411.548776,ASV_459,NA
1,100m,Ext,134.8991612,ASV_459,0
1,100m,Ext,103.4747421,ASV_459,30
1,100m,Ext,143.5850504,ASV_459,20
1,100m,Int,154.0269435,ASV_459,0
1,100m,Int,194.6352989,ASV_459,0
1,100m,Int,40.26680955,ASV_459,0
1,250m,Ext,121.8910417,ASV_459,21
1,250m,Ext,134.8991612,ASV_459,19
1,250m,Ext,101.0815428,ASV_459,13
1,250m,Int,139.1743613,ASV_459,0
1,250m,Int,162.6706403,ASV_459,0
1,250m,Int,207.1674794,ASV_459,0
1,500m,Ext,91.33440445,ASV_459,42
1,500m,Ext,354.8614903,ASV_459,0
1,500m,Ext,82.52716775,ASV_459,18
1,500m,Int,170.464582,ASV_459,0
1,500m,Int,276.4769752,ASV_459,0
1,500m,Int,194.6352989,ASV_459,0
1,1000m,Ext,34.18296926,ASV_459,0
1,1000m,Ext,42.85950948,ASV_459,0
1,1000m,Ext,213.7329942,ASV_459,28
1,1000m,Int,103.4747421,ASV_459,0
1,1000m,Int,133.8510407,ASV_459,0
1,2000m,Ext,32.1151392,ASV_459,0
1,2000m,Ext,36.95598261,ASV_459,0
1,2000m,Ext,41.86824004,ASV_459,0
1,2000m,Int,150.4645556,ASV_459,0
1,2000m,Int,14.72177286,ASV_459,15
1,2000m,Int,24.06425502,ASV_459,24
1,Control,Ext,34.18296926,ASV_459,0
1,Control,Ext,47.06490212,ASV_459,0
1,Control,Ext,42.85950948,ASV_459,0
1,Control,Int,26.63237405,ASV_459,NA
1,Control,Int,41.86824004,ASV_459,0
1,Control,Int,47.80487134,ASV_459,0
2,Control,Ext,127.7311348,ASV_459,0
2,Control,Ext,45.26470299,ASV_459,0
2,Control,Ext,34.45063898,ASV_459,0
2,Control,Int,16.67861809,ASV_459,0
2,Control,Int,46.69922388,ASV_459,0
2,Control,Int,47.80487134,ASV_459,0
3,Control,Ext,24.25269015,ASV_459,0
3,Control,Ext,203.9607443,ASV_459,0
3,Control,Ext,16.67861809,ASV_459,0
3,Control,Int,55.44145201,ASV_459,NA
3,Control,Int,110.1372753,ASV_459,NA
3,Control,Int,79.99207324,ASV_459,NA
1,0m,Ext,466.252599,ASV_460,0
1,0m,Ext,571.0789951,ASV_460,0
1,0m,Ext,185.7362293,ASV_460,0
1,0m,Int,110.1372753,ASV_460,0
1,0m,Int,278.641928,ASV_460,0
1,0m,Int,289.7236522,ASV_460,0
2,0m,Ext,202.3760388,ASV_460,0
2,0m,Ext,174.5004892,ASV_460,0
2,0m,Ext,402.0303347,ASV_460,0
2,0m,Int,500.1597489,ASV_460,0
2,0m,Int,632.0241119,ASV_460,NA
2,0m,Int,496.2736783,ASV_460,0
3,0m,Ext,441.4777159,ASV_460,0
3,0m,Ext,704.9504701,ASV_460,0
3,0m,Ext,180.0307276,ASV_460,NA
3,0m,Int,466.252599,ASV_460,0
3,0m,Int,110.1372753,ASV_460,0
3,0m,Int,357.640233,ASV_460,0
1,50m,Ext,427.9162698,ASV_460,0
1,50m,Ext,438.0475846,ASV_460,0
1,50m,Ext,398.9066961,ASV_460,0
1,50m,Int,276.4769752,ASV_460,0
1,50m,Int,247.8757333,ASV_460,0
1,50m,Int,411.548776,ASV_460,NA
1,100m,Ext,134.8991612,ASV_460,0
1,100m,Ext,103.4747421,ASV_460,0
1,100m,Ext,143.5850504,ASV_460,5
1,100m,Int,154.0269435,ASV_460,6
1,100m,Int,194.6352989,ASV_460,0
1,100m,Int,40.26680955,ASV_460,7
1,250m,Ext,121.8910417,ASV_460,0
1,250m,Ext,134.8991612,ASV_460,2
1,250m,Ext,101.0815428,ASV_460,4
1,250m,Int,139.1743613,ASV_460,0
1,250m,Int,162.6706403,ASV_460,0
1,250m,Int,207.1674794,ASV_460,0
1,500m,Ext,91.33440445,ASV_460,5
1,500m,Ext,354.8614903,ASV_460,0
1,500m,Ext,82.52716775,ASV_460,5
1,500m,Int,170.464582,ASV_460,0
1,500m,Int,276.4769752,ASV_460,0
1,500m,Int,194.6352989,ASV_460,12
1,1000m,Ext,34.18296926,ASV_460,6
1,1000m,Ext,42.85950948,ASV_460,0
1,1000m,Ext,213.7329942,ASV_460,8
1,1000m,Int,103.4747421,ASV_460,2
1,1000m,Int,133.8510407,ASV_460,14
1,2000m,Ext,32.1151392,ASV_460,0
1,2000m,Ext,36.95598261,ASV_460,10
1,2000m,Ext,41.86824004,ASV_460,0
1,2000m,Int,150.4645556,ASV_460,17
1,2000m,Int,14.72177286,ASV_460,11
1,2000m,Int,24.06425502,ASV_460,0
1,Control,Ext,34.18296926,ASV_460,0
1,Control,Ext,47.06490212,ASV_460,7
1,Control,Ext,42.85950948,ASV_460,0
1,Control,Int,26.63237405,ASV_460,NA
1,Control,Int,41.86824004,ASV_460,12
1,Control,Int,47.80487134,ASV_460,0
2,Control,Ext,127.7311348,ASV_460,0
2,Control,Ext,45.26470299,ASV_460,0
2,Control,Ext,34.45063898,ASV_460,4
2,Control,Int,16.67861809,ASV_460,12
2,Control,Int,46.69922388,ASV_460,31
2,Control,Int,47.80487134,ASV_460,23
3,Control,Ext,24.25269015,ASV_460,31
3,Control,Ext,203.9607443,ASV_460,15
3,Control,Ext,16.67861809,ASV_460,9
3,Control,Int,55.44145201,ASV_460,NA
3,Control,Int,110.1372753,ASV_460,NA
3,Control,Int,79.99207324,ASV_460,NA
1,0m,Ext,466.252599,ASV_461,0
1,0m,Ext,571.0789951,ASV_461,0
1,0m,Ext,185.7362293,ASV_461,0
1,0m,Int,110.1372753,ASV_461,16
1,0m,Int,278.641928,ASV_461,0
1,0m,Int,289.7236522,ASV_461,0
2,0m,Ext,202.3760388,ASV_461,0
2,0m,Ext,174.5004892,ASV_461,0
2,0m,Ext,402.0303347,ASV_461,0
2,0m,Int,500.1597489,ASV_461,0
2,0m,Int,632.0241119,ASV_461,NA
2,0m,Int,496.2736783,ASV_461,0
3,0m,Ext,441.4777159,ASV_461,0
3,0m,Ext,704.9504701,ASV_461,0
3,0m,Ext,180.0307276,ASV_461,NA
3,0m,Int,466.252599,ASV_461,0
3,0m,Int,110.1372753,ASV_461,0
3,0m,Int,357.640233,ASV_461,10
1,50m,Ext,427.9162698,ASV_461,0
1,50m,Ext,438.0475846,ASV_461,0
1,50m,Ext,398.9066961,ASV_461,0
1,50m,Int,276.4769752,ASV_461,0
1,50m,Int,247.8757333,ASV_461,0
1,50m,Int,411.548776,ASV_461,NA
1,100m,Ext,134.8991612,ASV_461,2
1,100m,Ext,103.4747421,ASV_461,0
1,100m,Ext,143.5850504,ASV_461,0
1,100m,Int,154.0269435,ASV_461,11
1,100m,Int,194.6352989,ASV_461,11
1,100m,Int,40.26680955,ASV_461,11
1,250m,Ext,121.8910417,ASV_461,0
1,250m,Ext,134.8991612,ASV_461,4
1,250m,Ext,101.0815428,ASV_461,0
1,250m,Int,139.1743613,ASV_461,0
1,250m,Int,162.6706403,ASV_461,0
1,250m,Int,207.1674794,ASV_461,0
1,500m,Ext,91.33440445,ASV_461,0
1,500m,Ext,354.8614903,ASV_461,0
1,500m,Ext,82.52716775,ASV_461,0
1,500m,Int,170.464582,ASV_461,9
1,500m,Int,276.4769752,ASV_461,0
1,500m,Int,194.6352989,ASV_461,16
1,1000m,Ext,34.18296926,ASV_461,4
1,1000m,Ext,42.85950948,ASV_461,14
1,1000m,Ext,213.7329942,ASV_461,0
1,1000m,Int,103.4747421,ASV_461,0
1,1000m,Int,133.8510407,ASV_461,0
1,2000m,Ext,32.1151392,ASV_461,0
1,2000m,Ext,36.95598261,ASV_461,0
1,2000m,Ext,41.86824004,ASV_461,0
1,2000m,Int,150.4645556,ASV_461,0
1,2000m,Int,14.72177286,ASV_461,0
1,2000m,Int,24.06425502,ASV_461,0
1,Control,Ext,34.18296926,ASV_461,0
1,Control,Ext,47.06490212,ASV_461,20
1,Control,Ext,42.85950948,ASV_461,12
1,Control,Int,26.63237405,ASV_461,NA
1,Control,Int,41.86824004,ASV_461,0
1,Control,Int,47.80487134,ASV_461,0
2,Control,Ext,127.7311348,ASV_461,11
2,Control,Ext,45.26470299,ASV_461,14
2,Control,Ext,34.45063898,ASV_461,15
2,Control,Int,16.67861809,ASV_461,0
2,Control,Int,46.69922388,ASV_461,0
2,Control,Int,47.80487134,ASV_461,0
3,Control,Ext,24.25269015,ASV_461,14
3,Control,Ext,203.9607443,ASV_461,28
3,Control,Ext,16.67861809,ASV_461,0
3,Control,Int,55.44145201,ASV_461,NA
3,Control,Int,110.1372753,ASV_461,NA
3,Control,Int,79.99207324,ASV_461,NA
1,0m,Ext,466.252599,ASV_462,0
1,0m,Ext,571.0789951,ASV_462,0
1,0m,Ext,185.7362293,ASV_462,0
1,0m,Int,110.1372753,ASV_462,0
1,0m,Int,278.641928,ASV_462,0
1,0m,Int,289.7236522,ASV_462,0
2,0m,Ext,202.3760388,ASV_462,0
2,0m,Ext,174.5004892,ASV_462,0
2,0m,Ext,402.0303347,ASV_462,0
2,0m,Int,500.1597489,ASV_462,0
2,0m,Int,632.0241119,ASV_462,NA
2,0m,Int,496.2736783,ASV_462,0
3,0m,Ext,441.4777159,ASV_462,0
3,0m,Ext,704.9504701,ASV_462,0
3,0m,Ext,180.0307276,ASV_462,NA
3,0m,Int,466.252599,ASV_462,0
3,0m,Int,110.1372753,ASV_462,0
3,0m,Int,357.640233,ASV_462,0
1,50m,Ext,427.9162698,ASV_462,0
1,50m,Ext,438.0475846,ASV_462,0
1,50m,Ext,398.9066961,ASV_462,0
1,50m,Int,276.4769752,ASV_462,12
1,50m,Int,247.8757333,ASV_462,5
1,50m,Int,411.548776,ASV_462,NA
1,100m,Ext,134.8991612,ASV_462,2
1,100m,Ext,103.4747421,ASV_462,5
1,100m,Ext,143.5850504,ASV_462,2
1,100m,Int,154.0269435,ASV_462,1
1,100m,Int,194.6352989,ASV_462,1
1,100m,Int,40.26680955,ASV_462,8
1,250m,Ext,121.8910417,ASV_462,6
1,250m,Ext,134.8991612,ASV_462,4
1,250m,Ext,101.0815428,ASV_462,4
1,250m,Int,139.1743613,ASV_462,0
1,250m,Int,162.6706403,ASV_462,6
1,250m,Int,207.1674794,ASV_462,14
1,500m,Ext,91.33440445,ASV_462,5
1,500m,Ext,354.8614903,ASV_462,9
1,500m,Ext,82.52716775,ASV_462,2
1,500m,Int,170.464582,ASV_462,2
1,500m,Int,276.4769752,ASV_462,0
1,500m,Int,194.6352989,ASV_462,11
1,1000m,Ext,34.18296926,ASV_462,1
1,1000m,Ext,42.85950948,ASV_462,4
1,1000m,Ext,213.7329942,ASV_462,5
1,1000m,Int,103.4747421,ASV_462,5
1,1000m,Int,133.8510407,ASV_462,11
1,2000m,Ext,32.1151392,ASV_462,5
1,2000m,Ext,36.95598261,ASV_462,16
1,2000m,Ext,41.86824004,ASV_462,3
1,2000m,Int,150.4645556,ASV_462,0
1,2000m,Int,14.72177286,ASV_462,3
1,2000m,Int,24.06425502,ASV_462,0
1,Control,Ext,34.18296926,ASV_462,5
1,Control,Ext,47.06490212,ASV_462,12
1,Control,Ext,42.85950948,ASV_462,9
1,Control,Int,26.63237405,ASV_462,NA
1,Control,Int,41.86824004,ASV_462,12
1,Control,Int,47.80487134,ASV_462,0
2,Control,Ext,127.7311348,ASV_462,6
2,Control,Ext,45.26470299,ASV_462,6
2,Control,Ext,34.45063898,ASV_462,9
2,Control,Int,16.67861809,ASV_462,7
2,Control,Int,46.69922388,ASV_462,0
2,Control,Int,47.80487134,ASV_462,0
3,Control,Ext,24.25269015,ASV_462,11
3,Control,Ext,203.9607443,ASV_462,23
3,Control,Ext,16.67861809,ASV_462,7
3,Control,Int,55.44145201,ASV_462,NA
3,Control,Int,110.1372753,ASV_462,NA
3,Control,Int,79.99207324,ASV_462,NA
1,0m,Ext,466.252599,ASV_463,0
1,0m,Ext,571.0789951,ASV_463,0
1,0m,Ext,185.7362293,ASV_463,0
1,0m,Int,110.1372753,ASV_463,0
1,0m,Int,278.641928,ASV_463,0
1,0m,Int,289.7236522,ASV_463,0
2,0m,Ext,202.3760388,ASV_463,0
2,0m,Ext,174.5004892,ASV_463,0
2,0m,Ext,402.0303347,ASV_463,0
2,0m,Int,500.1597489,ASV_463,0
2,0m,Int,632.0241119,ASV_463,NA
2,0m,Int,496.2736783,ASV_463,0
3,0m,Ext,441.4777159,ASV_463,0
3,0m,Ext,704.9504701,ASV_463,0
3,0m,Ext,180.0307276,ASV_463,NA
3,0m,Int,466.252599,ASV_463,0
3,0m,Int,110.1372753,ASV_463,0
3,0m,Int,357.640233,ASV_463,0
1,50m,Ext,427.9162698,ASV_463,0
1,50m,Ext,438.0475846,ASV_463,0
1,50m,Ext,398.9066961,ASV_463,0
1,50m,Int,276.4769752,ASV_463,0
1,50m,Int,247.8757333,ASV_463,0
1,50m,Int,411.548776,ASV_463,NA
1,100m,Ext,134.8991612,ASV_463,9
1,100m,Ext,103.4747421,ASV_463,10
1,100m,Ext,143.5850504,ASV_463,20
1,100m,Int,154.0269435,ASV_463,0
1,100m,Int,194.6352989,ASV_463,0
1,100m,Int,40.26680955,ASV_463,0
1,250m,Ext,121.8910417,ASV_463,17
1,250m,Ext,134.8991612,ASV_463,14
1,250m,Ext,101.0815428,ASV_463,11
1,250m,Int,139.1743613,ASV_463,0
1,250m,Int,162.6706403,ASV_463,0
1,250m,Int,207.1674794,ASV_463,0
1,500m,Ext,91.33440445,ASV_463,10
1,500m,Ext,354.8614903,ASV_463,15
1,500m,Ext,82.52716775,ASV_463,7
1,500m,Int,170.464582,ASV_463,0
1,500m,Int,276.4769752,ASV_463,19
1,500m,Int,194.6352989,ASV_463,0
1,1000m,Ext,34.18296926,ASV_463,0
1,1000m,Ext,42.85950948,ASV_463,12
1,1000m,Ext,213.7329942,ASV_463,0
1,1000m,Int,103.4747421,ASV_463,0
1,1000m,Int,133.8510407,ASV_463,0
1,2000m,Ext,32.1151392,ASV_463,0
1,2000m,Ext,36.95598261,ASV_463,0
1,2000m,Ext,41.86824004,ASV_463,11
1,2000m,Int,150.4645556,ASV_463,0
1,2000m,Int,14.72177286,ASV_463,0
1,2000m,Int,24.06425502,ASV_463,0
1,Control,Ext,34.18296926,ASV_463,0
1,Control,Ext,47.06490212,ASV_463,0
1,Control,Ext,42.85950948,ASV_463,4
1,Control,Int,26.63237405,ASV_463,NA
1,Control,Int,41.86824004,ASV_463,13
1,Control,Int,47.80487134,ASV_463,0
2,Control,Ext,127.7311348,ASV_463,5
2,Control,Ext,45.26470299,ASV_463,7
2,Control,Ext,34.45063898,ASV_463,9
2,Control,Int,16.67861809,ASV_463,0
2,Control,Int,46.69922388,ASV_463,0
2,Control,Int,47.80487134,ASV_463,0
3,Control,Ext,24.25269015,ASV_463,3
3,Control,Ext,203.9607443,ASV_463,5
3,Control,Ext,16.67861809,ASV_463,13
3,Control,Int,55.44145201,ASV_463,NA
3,Control,Int,110.1372753,ASV_463,NA
3,Control,Int,79.99207324,ASV_463,NA
1,0m,Ext,466.252599,ASV_464,0
1,0m,Ext,571.0789951,ASV_464,0
1,0m,Ext,185.7362293,ASV_464,0
1,0m,Int,110.1372753,ASV_464,0
1,0m,Int,278.641928,ASV_464,0
1,0m,Int,289.7236522,ASV_464,0
2,0m,Ext,202.3760388,ASV_464,0
2,0m,Ext,174.5004892,ASV_464,0
2,0m,Ext,402.0303347,ASV_464,0
2,0m,Int,500.1597489,ASV_464,0
2,0m,Int,632.0241119,ASV_464,NA
2,0m,Int,496.2736783,ASV_464,0
3,0m,Ext,441.4777159,ASV_464,0
3,0m,Ext,704.9504701,ASV_464,0
3,0m,Ext,180.0307276,ASV_464,NA
3,0m,Int,466.252599,ASV_464,0
3,0m,Int,110.1372753,ASV_464,0
3,0m,Int,357.640233,ASV_464,0
1,50m,Ext,427.9162698,ASV_464,0
1,50m,Ext,438.0475846,ASV_464,0
1,50m,Ext,398.9066961,ASV_464,0
1,50m,Int,276.4769752,ASV_464,0
1,50m,Int,247.8757333,ASV_464,0
1,50m,Int,411.548776,ASV_464,NA
1,100m,Ext,134.8991612,ASV_464,0
1,100m,Ext,103.4747421,ASV_464,6
1,100m,Ext,143.5850504,ASV_464,11
1,100m,Int,154.0269435,ASV_464,0
1,100m,Int,194.6352989,ASV_464,10
1,100m,Int,40.26680955,ASV_464,5
1,250m,Ext,121.8910417,ASV_464,5
1,250m,Ext,134.8991612,ASV_464,4
1,250m,Ext,101.0815428,ASV_464,7
1,250m,Int,139.1743613,ASV_464,0
1,250m,Int,162.6706403,ASV_464,0
1,250m,Int,207.1674794,ASV_464,0
1,500m,Ext,91.33440445,ASV_464,3
1,500m,Ext,354.8614903,ASV_464,19
1,500m,Ext,82.52716775,ASV_464,3
1,500m,Int,170.464582,ASV_464,13
1,500m,Int,276.4769752,ASV_464,7
1,500m,Int,194.6352989,ASV_464,5
1,1000m,Ext,34.18296926,ASV_464,4
1,1000m,Ext,42.85950948,ASV_464,5
1,1000m,Ext,213.7329942,ASV_464,10
1,1000m,Int,103.4747421,ASV_464,5
1,1000m,Int,133.8510407,ASV_464,3
1,2000m,Ext,32.1151392,ASV_464,10
1,2000m,Ext,36.95598261,ASV_464,5
1,2000m,Ext,41.86824004,ASV_464,3
1,2000m,Int,150.4645556,ASV_464,9
1,2000m,Int,14.72177286,ASV_464,8
1,2000m,Int,24.06425502,ASV_464,0
1,Control,Ext,34.18296926,ASV_464,10
1,Control,Ext,47.06490212,ASV_464,3
1,Control,Ext,42.85950948,ASV_464,7
1,Control,Int,26.63237405,ASV_464,NA
1,Control,Int,41.86824004,ASV_464,7
1,Control,Int,47.80487134,ASV_464,0
2,Control,Ext,127.7311348,ASV_464,4
2,Control,Ext,45.26470299,ASV_464,9
2,Control,Ext,34.45063898,ASV_464,1
2,Control,Int,16.67861809,ASV_464,5
2,Control,Int,46.69922388,ASV_464,0
2,Control,Int,47.80487134,ASV_464,17
3,Control,Ext,24.25269015,ASV_464,5
3,Control,Ext,203.9607443,ASV_464,3
3,Control,Ext,16.67861809,ASV_464,4
3,Control,Int,55.44145201,ASV_464,NA
3,Control,Int,110.1372753,ASV_464,NA
3,Control,Int,79.99207324,ASV_464,NA
1,0m,Ext,466.252599,ASV_465,0
1,0m,Ext,571.0789951,ASV_465,0
1,0m,Ext,185.7362293,ASV_465,0
1,0m,Int,110.1372753,ASV_465,9
1,0m,Int,278.641928,ASV_465,0
1,0m,Int,289.7236522,ASV_465,9
2,0m,Ext,202.3760388,ASV_465,0
2,0m,Ext,174.5004892,ASV_465,0
2,0m,Ext,402.0303347,ASV_465,0
2,0m,Int,500.1597489,ASV_465,0
2,0m,Int,632.0241119,ASV_465,NA
2,0m,Int,496.2736783,ASV_465,0
3,0m,Ext,441.4777159,ASV_465,0
3,0m,Ext,704.9504701,ASV_465,0
3,0m,Ext,180.0307276,ASV_465,NA
3,0m,Int,466.252599,ASV_465,0
3,0m,Int,110.1372753,ASV_465,0
3,0m,Int,357.640233,ASV_465,0
1,50m,Ext,427.9162698,ASV_465,13
1,50m,Ext,438.0475846,ASV_465,0
1,50m,Ext,398.9066961,ASV_465,0
1,50m,Int,276.4769752,ASV_465,0
1,50m,Int,247.8757333,ASV_465,24
1,50m,Int,411.548776,ASV_465,NA
1,100m,Ext,134.8991612,ASV_465,0
1,100m,Ext,103.4747421,ASV_465,4
1,100m,Ext,143.5850504,ASV_465,0
1,100m,Int,154.0269435,ASV_465,10
1,100m,Int,194.6352989,ASV_465,5
1,100m,Int,40.26680955,ASV_465,0
1,250m,Ext,121.8910417,ASV_465,7
1,250m,Ext,134.8991612,ASV_465,0
1,250m,Ext,101.0815428,ASV_465,2
1,250m,Int,139.1743613,ASV_465,14
1,250m,Int,162.6706403,ASV_465,0
1,250m,Int,207.1674794,ASV_465,0
1,500m,Ext,91.33440445,ASV_465,0
1,500m,Ext,354.8614903,ASV_465,0
1,500m,Ext,82.52716775,ASV_465,0
1,500m,Int,170.464582,ASV_465,0
1,500m,Int,276.4769752,ASV_465,10
1,500m,Int,194.6352989,ASV_465,14
1,1000m,Ext,34.18296926,ASV_465,3
1,1000m,Ext,42.85950948,ASV_465,0
1,1000m,Ext,213.7329942,ASV_465,0
1,1000m,Int,103.4747421,ASV_465,5
1,1000m,Int,133.8510407,ASV_465,0
1,2000m,Ext,32.1151392,ASV_465,0
1,2000m,Ext,36.95598261,ASV_465,9
1,2000m,Ext,41.86824004,ASV_465,0
